ID	record_id	Criterium	Indicator	Voorwaarde	Waarde	Type	Invoertype	Eenheid
321005_3_91E0_va	321005_3	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
321007_3_91E0_va	321007_3	Structuur	aandeel dood hout	aandeel dood hout	0	Percentage	NA	%
321007_3_91E0_va	321007_3	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
321007_3_91E0_va	321007_3	Structuur	bosconstantie	bosconstantie	101	Geheel getal	NA	NA
321007_3_91E0_va	321007_3	Structuur	minimum structuurareaal	MSA	3.5394	Decimaal getal	NA	ha
321007_3_91E0_va	321007_3	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
321036_2_91E0_vm	321036_2	Structuur	aandeel dood hout	aandeel dood hout	8.04155444401693	Percentage	NA	%
321036_2_91E0_vm	321036_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
321036_2_91E0_vm	321036_2	Structuur	bosconstantie	bosconstantie	101	Geheel getal	NA	NA
321036_2_91E0_vm	321036_2	Structuur	minimum structuurareaal	MSA	2.3435	Decimaal getal	NA	ha
321036_2_91E0_vm	321036_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
321036_3_91E0_vm	321036_3	Structuur	aandeel dood hout	aandeel dood hout	9.87482574600912	Percentage	NA	%
321036_3_91E0_vm	321036_3	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
321036_3_91E0_vm	321036_3	Structuur	bosconstantie	bosconstantie	101	Geheel getal	NA	NA
321036_3_91E0_vm	321036_3	Structuur	minimum structuurareaal	MSA	2.3435	Decimaal getal	NA	ha
321036_3_91E0_vm	321036_3	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
321038_2_9120	321038_2	Structuur	aandeel dood hout	aandeel dood hout	1.03436209671775	Percentage	NA	%
321038_2_9120	321038_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
321038_2_9120	321038_2	Structuur	bosconstantie	bosconstantie	101	Geheel getal	NA	NA
321038_2_9120	321038_2	Structuur	minimum structuurareaal	MSA	82.9684	Decimaal getal	NA	ha
321038_2_9120	321038_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
321038_3_9120	321038_3	Structuur	aandeel dood hout	aandeel dood hout	0	Percentage	NA	%
321038_3_9120	321038_3	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
321038_3_9120	321038_3	Structuur	bosconstantie	bosconstantie	101	Geheel getal	NA	NA
321038_3_9120	321038_3	Structuur	minimum structuurareaal	MSA	82.9684	Decimaal getal	NA	ha
321038_3_9120	321038_3	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
321042_2_9160	321042_2	Structuur	aandeel dood hout	aandeel dood hout	6.01512398875794	Percentage	NA	%
321042_2_9160	321042_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
321042_2_9160	321042_2	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
321042_2_9160	321042_2	Structuur	minimum structuurareaal	MSA	18.9424	Decimaal getal	NA	ha
321042_2_9160	321042_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
321042_3_9160	321042_3	Structuur	aandeel dood hout	aandeel dood hout	26.1475971763693	Percentage	NA	%
321042_3_9160	321042_3	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
321042_3_9160	321042_3	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
321042_3_9160	321042_3	Structuur	minimum structuurareaal	MSA	18.9424	Decimaal getal	NA	ha
321042_3_9160	321042_3	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
321043_2_9160	321043_2	Structuur	aandeel dood hout	aandeel dood hout	12.1746313513894	Percentage	NA	%
321043_2_9160	321043_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
321043_2_9160	321043_2	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
321043_2_9160	321043_2	Structuur	minimum structuurareaal	MSA	9.331	Decimaal getal	NA	ha
321043_2_9160	321043_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
321043_3_9160	321043_3	Structuur	aandeel dood hout	aandeel dood hout	9.69477304185277	Percentage	NA	%
321043_3_9160	321043_3	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
321043_3_9160	321043_3	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
321043_3_9160	321043_3	Structuur	minimum structuurareaal	MSA	9.331	Decimaal getal	NA	ha
321043_3_9160	321043_3	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
321049_2_9120	321049_2	Structuur	aandeel dood hout	aandeel dood hout	0	Percentage	NA	%
321049_2_9120	321049_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
321049_2_9120	321049_2	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
321049_2_9120	321049_2	Structuur	minimum structuurareaal	MSA	42.2683	Decimaal getal	NA	ha
321049_2_9120	321049_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
321049_3_9120	321049_3	Structuur	aandeel dood hout	aandeel dood hout	0	Percentage	NA	%
321049_3_9120	321049_3	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
321049_3_9120	321049_3	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
321049_3_9120	321049_3	Structuur	minimum structuurareaal	MSA	42.2683	Decimaal getal	NA	ha
321049_3_9120	321049_3	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
321053_2_9120	321053_2	Structuur	aandeel dood hout	aandeel dood hout	18.1509960178925	Percentage	NA	%
321053_2_9120	321053_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
321053_2_9120	321053_2	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
321053_2_9120	321053_2	Structuur	minimum structuurareaal	MSA	54.5476	Decimaal getal	NA	ha
321053_2_9120	321053_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
321053_3_9120	321053_3	Structuur	aandeel dood hout	aandeel dood hout	5.97705771159454	Percentage	NA	%
321053_3_9120	321053_3	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
321053_3_9120	321053_3	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
321053_3_9120	321053_3	Structuur	minimum structuurareaal	MSA	54.5476	Decimaal getal	NA	ha
321053_3_9120	321053_3	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
321054_2_9160	321054_2	Structuur	aandeel dood hout	aandeel dood hout	0	Percentage	NA	%
321054_2_9160	321054_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
321054_2_9160	321054_2	Structuur	bosconstantie	bosconstantie	101	Geheel getal	NA	NA
321054_2_9160	321054_2	Structuur	minimum structuurareaal	MSA	0.5286	Decimaal getal	NA	ha
321054_2_9160	321054_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
321054_3_9160	321054_3	Structuur	aandeel dood hout	aandeel dood hout	0	Percentage	NA	%
321054_3_9160	321054_3	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
321054_3_9160	321054_3	Structuur	bosconstantie	bosconstantie	101	Geheel getal	NA	NA
321054_3_9160	321054_3	Structuur	minimum structuurareaal	MSA	0.5286	Decimaal getal	NA	ha
321054_3_9160	321054_3	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
321055_2_9120	321055_2	Structuur	aandeel dood hout	aandeel dood hout	0.419980112931962	Percentage	NA	%
321055_2_9120	321055_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
321055_2_9120	321055_2	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
321055_2_9120	321055_2	Structuur	minimum structuurareaal	MSA	82.9684	Decimaal getal	NA	ha
321055_2_9120	321055_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
321055_3_9120	321055_3	Structuur	aandeel dood hout	aandeel dood hout	0.172001196530063	Percentage	NA	%
321055_3_9120	321055_3	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
321055_3_9120	321055_3	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
321055_3_9120	321055_3	Structuur	minimum structuurareaal	MSA	82.9684	Decimaal getal	NA	ha
321055_3_9120	321055_3	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
321081_2_9120	321081_2	Structuur	aandeel dood hout	aandeel dood hout	0.235291593989942	Percentage	NA	%
321081_2_9120	321081_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
321081_2_9120	321081_2	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
321081_2_9120	321081_2	Structuur	minimum structuurareaal	MSA	58.1701	Decimaal getal	NA	ha
321081_2_9120	321081_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
321081_3_9120	321081_3	Structuur	aandeel dood hout	aandeel dood hout	0	Percentage	NA	%
321081_3_9120	321081_3	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
321081_3_9120	321081_3	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
321081_3_9120	321081_3	Structuur	minimum structuurareaal	MSA	58.1701	Decimaal getal	NA	ha
321081_3_9120	321081_3	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
321082_2_9120	321082_2	Structuur	aandeel dood hout	aandeel dood hout	0	Percentage	NA	%
321082_2_9120	321082_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
321082_2_9120	321082_2	Structuur	bosconstantie	bosconstantie	101	Geheel getal	NA	NA
321082_2_9120	321082_2	Structuur	minimum structuurareaal	MSA	6.2854	Decimaal getal	NA	ha
321082_2_9120	321082_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
321082_3_9120	321082_3	Structuur	aandeel dood hout	aandeel dood hout	0	Percentage	NA	%
321082_3_9120	321082_3	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
321082_3_9120	321082_3	Structuur	bosconstantie	bosconstantie	101	Geheel getal	NA	NA
321082_3_9120	321082_3	Structuur	minimum structuurareaal	MSA	6.2854	Decimaal getal	NA	ha
321082_3_9120	321082_3	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
321120_2_91E0_vm	321120_2	Structuur	aandeel dood hout	aandeel dood hout	13.8664472456441	Percentage	NA	%
321120_2_91E0_vm	321120_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
321120_2_91E0_vm	321120_2	Structuur	bosconstantie	bosconstantie	101	Geheel getal	NA	NA
321120_2_91E0_vm	321120_2	Structuur	minimum structuurareaal	MSA	6.1747	Decimaal getal	NA	ha
321120_2_91E0_vm	321120_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
321120_3_91E0_vm	321120_3	Structuur	aandeel dood hout	aandeel dood hout	16.3513328983902	Percentage	NA	%
321120_3_91E0_vm	321120_3	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
321120_3_91E0_vm	321120_3	Structuur	bosconstantie	bosconstantie	101	Geheel getal	NA	NA
321120_3_91E0_vm	321120_3	Structuur	minimum structuurareaal	MSA	6.1747	Decimaal getal	NA	ha
321120_3_91E0_vm	321120_3	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
321132_2_9120	321132_2	Structuur	aandeel dood hout	aandeel dood hout	0	Percentage	NA	%
321132_2_9120	321132_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
321132_2_9120	321132_2	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
321132_2_9120	321132_2	Structuur	minimum structuurareaal	MSA	52.5027	Decimaal getal	NA	ha
321132_2_9120	321132_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
321132_3_9120	321132_3	Structuur	aandeel dood hout	aandeel dood hout	0	Percentage	NA	%
321132_3_9120	321132_3	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
321132_3_9120	321132_3	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
321132_3_9120	321132_3	Structuur	minimum structuurareaal	MSA	52.5027	Decimaal getal	NA	ha
321132_3_9120	321132_3	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
321140_2_9120	321140_2	Structuur	aandeel dood hout	aandeel dood hout	1.88840690246925	Percentage	NA	%
321140_2_9120	321140_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
321140_2_9120	321140_2	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
321140_2_9120	321140_2	Structuur	minimum structuurareaal	MSA	52.5027	Decimaal getal	NA	ha
321140_2_9120	321140_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
321140_3_9120	321140_3	Structuur	aandeel dood hout	aandeel dood hout	0	Percentage	NA	%
321140_3_9120	321140_3	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
321140_3_9120	321140_3	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
321140_3_9120	321140_3	Structuur	minimum structuurareaal	MSA	52.5027	Decimaal getal	NA	ha
321140_3_9120	321140_3	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
321148_2_9120	321148_2	Structuur	aandeel dood hout	aandeel dood hout	0	Percentage	NA	%
321148_2_9120	321148_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
321148_2_9120	321148_2	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
321148_2_9120	321148_2	Structuur	minimum structuurareaal	MSA	52.5027	Decimaal getal	NA	ha
321148_2_9120	321148_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
321148_3_9120	321148_3	Structuur	aandeel dood hout	aandeel dood hout	2.93156412244457	Percentage	NA	%
321148_3_9120	321148_3	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
321148_3_9120	321148_3	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
321148_3_9120	321148_3	Structuur	minimum structuurareaal	MSA	52.5027	Decimaal getal	NA	ha
321148_3_9120	321148_3	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
321156_2_9120	321156_2	Structuur	aandeel dood hout	aandeel dood hout	0.457157251201612	Percentage	NA	%
321156_2_9120	321156_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
321156_2_9120	321156_2	Structuur	bosconstantie	bosconstantie	101	Geheel getal	NA	NA
321156_2_9120	321156_2	Structuur	minimum structuurareaal	MSA	2.8069	Decimaal getal	NA	ha
321156_2_9120	321156_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
321156_3_9120	321156_3	Structuur	aandeel dood hout	aandeel dood hout	0.746614686498361	Percentage	NA	%
321156_3_9120	321156_3	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
321156_3_9120	321156_3	Structuur	bosconstantie	bosconstantie	101	Geheel getal	NA	NA
321156_3_9120	321156_3	Structuur	minimum structuurareaal	MSA	2.8069	Decimaal getal	NA	ha
321156_3_9120	321156_3	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
321159_2_91E0_vm	321159_2	Structuur	aandeel dood hout	aandeel dood hout	27.2201610778401	Percentage	NA	%
321159_2_91E0_vm	321159_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
321159_2_91E0_vm	321159_2	Structuur	bosconstantie	bosconstantie	175	Geheel getal	NA	NA
321159_2_91E0_vm	321159_2	Structuur	minimum structuurareaal	MSA	3.3347	Decimaal getal	NA	ha
321159_2_91E0_vm	321159_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
321159_3_91E0_vm	321159_3	Structuur	aandeel dood hout	aandeel dood hout	100	Percentage	NA	%
321159_3_91E0_vm	321159_3	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
321159_3_91E0_vm	321159_3	Structuur	bosconstantie	bosconstantie	175	Geheel getal	NA	NA
321159_3_91E0_vm	321159_3	Structuur	minimum structuurareaal	MSA	3.3347	Decimaal getal	NA	ha
321159_3_91E0_vm	321159_3	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
322006_2_9120	322006_2	Structuur	aandeel dood hout	aandeel dood hout	0	Percentage	NA	%
322006_2_9120	322006_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
322006_2_9120	322006_2	Structuur	bosconstantie	bosconstantie	101	Geheel getal	NA	NA
322006_2_9120	322006_2	Structuur	minimum structuurareaal	MSA	14.4023	Decimaal getal	NA	ha
322006_2_9120	322006_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
322007_2_9120	322007_2	Structuur	aandeel dood hout	aandeel dood hout	7.87145133932472	Percentage	NA	%
322007_2_9120	322007_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
322007_2_9120	322007_2	Structuur	bosconstantie	bosconstantie	21	Geheel getal	NA	NA
322007_2_9120	322007_2	Structuur	minimum structuurareaal	MSA	3.0533	Decimaal getal	NA	ha
322007_2_9120	322007_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
322008_2_9120	322008_2	Structuur	aandeel dood hout	aandeel dood hout	6.73114390480282	Percentage	NA	%
322008_2_9120	322008_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
322008_2_9120	322008_2	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
322008_2_9120	322008_2	Structuur	minimum structuurareaal	MSA	27.1654	Decimaal getal	NA	ha
322008_2_9120	322008_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
322056_2_9120	322056_2	Structuur	aandeel dood hout	aandeel dood hout	2.21234107043982	Percentage	NA	%
322056_2_9120	322056_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
322056_2_9120	322056_2	Structuur	bosconstantie	bosconstantie	101	Geheel getal	NA	NA
322056_2_9120	322056_2	Structuur	minimum structuurareaal	MSA	0.9582	Decimaal getal	NA	ha
322056_2_9120	322056_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
322097_2_91E0_vm	322097_2	Structuur	aandeel dood hout	aandeel dood hout	3.61916584687934	Percentage	NA	%
322097_2_91E0_vm	322097_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
322097_2_91E0_vm	322097_2	Structuur	bosconstantie	bosconstantie	175	Geheel getal	NA	NA
322097_2_91E0_vm	322097_2	Structuur	minimum structuurareaal	MSA	13.4779	Decimaal getal	NA	ha
322097_2_91E0_vm	322097_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
322097_3_91E0_vm	322097_3	Structuur	aandeel dood hout	aandeel dood hout	14.5339320202881	Percentage	NA	%
322097_3_91E0_vm	322097_3	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
322097_3_91E0_vm	322097_3	Structuur	bosconstantie	bosconstantie	175	Geheel getal	NA	NA
322097_3_91E0_vm	322097_3	Structuur	minimum structuurareaal	MSA	13.4779	Decimaal getal	NA	ha
322097_3_91E0_vm	322097_3	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
322106_2_9120	322106_2	Structuur	aandeel dood hout	aandeel dood hout	2.35064926249482	Percentage	NA	%
322106_2_9120	322106_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
322106_2_9120	322106_2	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
322106_2_9120	322106_2	Structuur	minimum structuurareaal	MSA	21.9596	Decimaal getal	NA	ha
322106_2_9120	322106_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
322106_3_9120	322106_3	Structuur	aandeel dood hout	aandeel dood hout	0.808301083195119	Percentage	NA	%
322106_3_9120	322106_3	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
322106_3_9120	322106_3	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
322106_3_9120	322106_3	Structuur	minimum structuurareaal	MSA	21.9596	Decimaal getal	NA	ha
322106_3_9120	322106_3	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
322112_2_91E0_va	322112_2	Structuur	aandeel dood hout	aandeel dood hout	22.4907866786006	Percentage	NA	%
322112_2_91E0_va	322112_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
322112_2_91E0_va	322112_2	Structuur	bosconstantie	bosconstantie	101	Geheel getal	NA	NA
322112_2_91E0_va	322112_2	Structuur	minimum structuurareaal	MSA	4.76	Decimaal getal	NA	ha
322112_2_91E0_va	322112_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
322116_2_9160	322116_2	Structuur	aandeel dood hout	aandeel dood hout	0	Percentage	NA	%
322116_2_9160	322116_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
322116_2_9160	322116_2	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
322116_2_9160	NA	Structuur	minimum structuurareaal	MSA	0	Decimaal getal	NA	ha
322116_2_9160	322116_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
322116_3_9160	322116_3	Structuur	aandeel dood hout	aandeel dood hout	2.72540235310883	Percentage	NA	%
322116_3_9160	322116_3	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
322116_3_9160	322116_3	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
322116_3_9160	NA	Structuur	minimum structuurareaal	MSA	0	Decimaal getal	NA	ha
322116_3_9160	322116_3	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	1	Ja/nee	NA	NA
322131_2_9120	322131_2	Structuur	aandeel dood hout	aandeel dood hout	0.901433039935986	Percentage	NA	%
322131_2_9120	322131_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
322131_2_9120	322131_2	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
322131_2_9120	322131_2	Structuur	minimum structuurareaal	MSA	217.4572	Decimaal getal	NA	ha
322131_2_9120	322131_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
322131_3_9120	322131_3	Structuur	aandeel dood hout	aandeel dood hout	1.93253221786217	Percentage	NA	%
322131_3_9120	322131_3	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
322131_3_9120	322131_3	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
322131_3_9120	322131_3	Structuur	minimum structuurareaal	MSA	217.4572	Decimaal getal	NA	ha
322131_3_9120	322131_3	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	1	Ja/nee	NA	NA
322138_2_9120	322138_2	Structuur	aandeel dood hout	aandeel dood hout	0	Percentage	NA	%
322138_2_9120	322138_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
322138_2_9120	322138_2	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
322138_2_9120	322138_2	Structuur	minimum structuurareaal	MSA	217.4572	Decimaal getal	NA	ha
322138_2_9120	322138_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
322138_3_9120	322138_3	Structuur	aandeel dood hout	aandeel dood hout	0	Percentage	NA	%
322138_3_9120	322138_3	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
